,predictions,top_1,top_5,title,image_id,scan_id,too_difficult,unusable,annotated_on,annotator_id,annotated_label,checked_on,validator_id,corrected_label,toelichting,gebruiker_id
9346,"{'opgraving': 0.04, 'sneeuwlandschap': 0.09, 'dieren_overig': 0.11, 'standbeeld': 0.12, 'bouwplaats': 0.36}",bouwplaats,"['opgraving', 'sneeuwlandschap', 'dieren_overig', 'standbeeld', 'bouwplaats']",NL-HlmNHA_1478_32081K00_33,71491,41499,0,0,2022-07-06 15:12:51,22659,bos_park,2022-07-07 20:06:26,21510,no_description_found,Opruimen doorgezaagde boom,21510.0
9347,"{'opgraving': 0.04, 'sneeuwlandschap': 0.09, 'dieren_overig': 0.11, 'standbeeld': 0.12, 'bouwplaats': 0.36}",bouwplaats,"['opgraving', 'sneeuwlandschap', 'dieren_overig', 'standbeeld', 'bouwplaats']",NL-HlmNHA_1478_32081K00_33,71491,41499,0,0,2022-07-06 15:49:34,23847,kunstwerk,2022-07-07 20:06:26,21510,no_description_found,Opruimen doorgezaagde boom,21510.0
9348,"{'winkelstraat': 0.0, 'fabriek': 0.0, 'bouwplaats': 0.04, 'markt': 0.28, 'winkel_binnen': 0.66}",winkel_binnen,"['winkelstraat', 'fabriek', 'bouwplaats', 'markt', 'winkel_binnen']",NL-HlmNHA_1478_32084K00_31,71492,41500,0,0,2022-07-06 15:14:31,22659,ongeluk_brancard,2022-07-07 20:07:04,21510,no_description_found,Brand in winkel,21510.0
9349,"{'winkelstraat': 0.0, 'fabriek': 0.0, 'bouwplaats': 0.04, 'markt': 0.28, 'winkel_binnen': 0.66}",winkel_binnen,"['winkelstraat', 'fabriek', 'bouwplaats', 'markt', 'winkel_binnen']",NL-HlmNHA_1478_32084K00_31,71492,41500,0,0,2022-07-06 16:05:02,13336,winkel_binnen,2022-07-07 20:07:04,21510,no_description_found,Brand in winkel,21510.0
9418,"{'sport_overig': 0.03, 'duinen': 0.04, 'standbeeld': 0.05, 'paard': 0.06, 'strand': 0.61}",strand,"['sport_overig', 'duinen', 'standbeeld', 'paard', 'strand']",NL-HlmNHA_1478_32703K00_24,71516,41524,0,0,2022-07-06 16:00:02,22659,sport_overig,2022-07-08 19:19:16,21510,no_description_found,spellen dag,21510.0
9419,"{'sport_overig': 0.03, 'duinen': 0.04, 'standbeeld': 0.05, 'paard': 0.06, 'strand': 0.61}",strand,"['sport_overig', 'duinen', 'standbeeld', 'paard', 'strand']",NL-HlmNHA_1478_32703K00_24,71516,41524,0,0,2022-07-06 16:07:32,23175,no_description_found,2022-07-08 19:19:16,21510,no_description_found,spellen dag,21510.0
9474,"{'speech': 0.03, 'etende_mensen': 0.03, 'theater': 0.2, 'klaslokaal': 0.28, 'vergaderruimte': 0.32}",vergaderruimte,"['speech', 'etende_mensen', 'theater', 'klaslokaal', 'vergaderruimte']",NL-HlmNHA_1478_32940K00_14,71530,41538,0,0,2022-07-06 16:18:47,23175,theater,2022-07-08 19:28:03,21510,no_description_found,,
9475,"{'speech': 0.03, 'etende_mensen': 0.03, 'theater': 0.2, 'klaslokaal': 0.28, 'vergaderruimte': 0.32}",vergaderruimte,"['speech', 'etende_mensen', 'theater', 'klaslokaal', 'vergaderruimte']",NL-HlmNHA_1478_32940K00_14,71530,41538,0,0,2022-07-06 16:21:39,23847,no_description_found,2022-07-08 19:28:03,21510,no_description_found,,
9516,"{'portret': 0.05, 'dieren_overig': 0.06, 'borden_gevelsteen': 0.08, 'voetbal': 0.14, 'demonstratie': 0.43}",demonstratie,"['portret', 'dieren_overig', 'borden_gevelsteen', 'voetbal', 'demonstratie']",NL-HlmNHA_1478_33241K00_18,71548,41556,0,0,2022-07-06 16:28:02,9600,no_description_found,2022-07-08 19:40:55,21510,no_description_found,Eigenaar wordt 50 jaar,21510.0
9517,"{'portret': 0.05, 'dieren_overig': 0.06, 'borden_gevelsteen': 0.08, 'voetbal': 0.14, 'demonstratie': 0.43}",demonstratie,"['portret', 'dieren_overig', 'borden_gevelsteen', 'voetbal', 'demonstratie']",NL-HlmNHA_1478_33241K00_18,71548,41556,0,0,2022-07-06 16:28:02,9600,no_description_found,2022-07-08 19:40:55,21510,no_description_found,Eigenaar wordt 50 jaar,21510.0
9518,"{'portret': 0.05, 'dieren_overig': 0.06, 'borden_gevelsteen': 0.08, 'voetbal': 0.14, 'demonstratie': 0.43}",demonstratie,"['portret', 'dieren_overig', 'borden_gevelsteen', 'voetbal', 'demonstratie']",NL-HlmNHA_1478_33241K00_18,71548,41556,0,0,2022-07-06 16:33:04,23847,no_description_found,2022-07-08 19:40:55,21510,no_description_found,Eigenaar wordt 50 jaar,21510.0
9519,"{'portret': 0.05, 'dieren_overig': 0.06, 'borden_gevelsteen': 0.08, 'voetbal': 0.14, 'demonstratie': 0.43}",demonstratie,"['portret', 'dieren_overig', 'borden_gevelsteen', 'voetbal', 'demonstratie']",NL-HlmNHA_1478_33241K00_18,71548,41556,0,0,2022-07-06 16:33:04,23847,no_description_found,2022-07-08 19:40:55,21510,no_description_found,Eigenaar wordt 50 jaar,21510.0
9520,"{'optocht': 0.04, 'auto_ongeluk': 0.04, 'bouwplaats': 0.11, 'straat': 0.36, 'brug': 0.37}",brug,"['optocht', 'auto_ongeluk', 'bouwplaats', 'straat', 'brug']",NL-HlmNHA_1478_33259K00_15,71549,41557,0,0,2022-07-06 16:28:22,9600,straat,2022-07-08 19:45:31,21510,no_description_found,Weg werkzaamheden aan de Herenweg te Haarlem bij de hoek Randweg/Herenweg.,21510.0
9521,"{'optocht': 0.04, 'auto_ongeluk': 0.04, 'bouwplaats': 0.11, 'straat': 0.36, 'brug': 0.37}",brug,"['optocht', 'auto_ongeluk', 'bouwplaats', 'straat', 'brug']",NL-HlmNHA_1478_33259K00_15,71549,41557,0,0,2022-07-06 16:36:51,23847,no_description_found,2022-07-08 19:45:31,21510,no_description_found,Weg werkzaamheden aan de Herenweg te Haarlem bij de hoek Randweg/Herenweg.,21510.0
9524,"{'woonkamer': 0.03, 'straat': 0.05, 'keuken': 0.11, 'motorfiets': 0.33, 'fabriek': 0.33}",fabriek,"['woonkamer', 'straat', 'keuken', 'motorfiets', 'fabriek']",NL-HlmNHA_1478_33333K00_31,71551,41559,0,0,2022-07-06 16:30:09,9600,no_description_found,2022-07-08 19:46:30,21510,no_description_found,openbare ruimte in flatgebouw bij boxen,21510.0
9525,"{'woonkamer': 0.03, 'straat': 0.05, 'keuken': 0.11, 'motorfiets': 0.33, 'fabriek': 0.33}",fabriek,"['woonkamer', 'straat', 'keuken', 'motorfiets', 'fabriek']",NL-HlmNHA_1478_33333K00_31,71551,41559,0,0,2022-07-06 17:15:31,23144,straat,2022-07-08 19:46:30,21510,no_description_found,openbare ruimte in flatgebouw bij boxen,21510.0
9733,"{'boten': 0.1, 'bouwplaats': 0.11, 'haven': 0.13, 'brug': 0.15, 'straat': 0.23}",straat,"['boten', 'bouwplaats', 'haven', 'brug', 'straat']",NL-HlmNHA_1478_35396K00_28,71638,41646,0,0,2022-07-06 17:45:10,16668,straat,2022-07-08 21:16:58,9600,no_description_found,,
9734,"{'boten': 0.1, 'bouwplaats': 0.11, 'haven': 0.13, 'brug': 0.15, 'straat': 0.23}",straat,"['boten', 'bouwplaats', 'haven', 'brug', 'straat']",NL-HlmNHA_1478_35396K00_28,71638,41646,0,0,2022-07-06 18:14:28,4260,no_description_found,2022-07-08 21:16:58,9600,no_description_found,,
9769,"{'straat': 0.04, 'bus_truck': 0.05, 'auto': 0.1, 'auto_ongeluk': 0.15, 'ziekenhuis': 0.43}",ziekenhuis,"['straat', 'bus_truck', 'auto', 'auto_ongeluk', 'ziekenhuis']",NL-HlmNHA_1478_35661K00_08,71653,41661,0,0,2022-07-06 17:50:13,16668,no_description_found,2022-07-08 21:19:04,9600,no_description_found,,
9770,"{'straat': 0.04, 'bus_truck': 0.05, 'auto': 0.1, 'auto_ongeluk': 0.15, 'ziekenhuis': 0.43}",ziekenhuis,"['straat', 'bus_truck', 'auto', 'auto_ongeluk', 'ziekenhuis']",NL-HlmNHA_1478_35661K00_08,71653,41661,0,0,2022-07-06 18:15:13,13212,buiten,2022-07-08 21:19:04,9600,no_description_found,,
9813,"{'sport_overig': 0.05, 'keuken': 0.06, 'sinterklaas': 0.06, 'brand': 0.07, 'groepsportret': 0.33}",groepsportret,"['sport_overig', 'keuken', 'sinterklaas', 'brand', 'groepsportret']",NL-HlmNHA_1478_36180K00_38,71675,41683,0,0,2022-07-06 17:55:40,16668,no_description_found,2022-07-08 21:25:58,9600,no_description_found,,
9814,"{'sport_overig': 0.05, 'keuken': 0.06, 'sinterklaas': 0.06, 'brand': 0.07, 'groepsportret': 0.33}",groepsportret,"['sport_overig', 'keuken', 'sinterklaas', 'brand', 'groepsportret']",NL-HlmNHA_1478_36180K00_38,71675,41683,0,0,2022-07-06 18:03:34,19574,buiten,2022-07-08 21:25:58,9600,no_description_found,,
9855,"{'boten': 0.02, 'mensen_op_een_boot': 0.02, 'fabriek': 0.04, 'haven': 0.07, 'bouwplaats': 0.72}",bouwplaats,"['boten', 'mensen_op_een_boot', 'fabriek', 'haven', 'bouwplaats']",NL-HlmNHA_1478_36544K00_31,71691,41699,0,0,2022-07-06 17:58:56,16668,no_description_found,2022-07-08 21:28:34,9600,no_description_found,,
9856,"{'boten': 0.02, 'mensen_op_een_boot': 0.02, 'fabriek': 0.04, 'haven': 0.07, 'bouwplaats': 0.72}",bouwplaats,"['boten', 'mensen_op_een_boot', 'fabriek', 'haven', 'bouwplaats']",NL-HlmNHA_1478_36544K00_31,71691,41699,0,0,2022-07-06 18:01:05,19574,bouwplaats,2022-07-08 21:28:34,9600,no_description_found,,
9909,"{'winkel_binnen': 0.04, 'uitreiking_huldiging': 0.07, 'tentoonstelling': 0.08, 'bibliotheek_boekwinkel': 0.13, 'portret': 0.29}",portret,"['winkel_binnen', 'uitreiking_huldiging', 'tentoonstelling', 'bibliotheek_boekwinkel', 'portret']",NL-HlmNHA_1478_37225K00_31,71714,41722,0,0,2022-07-06 18:04:13,16668,no_description_found,2022-07-08 21:33:56,9600,no_description_found,,
9910,"{'winkel_binnen': 0.04, 'uitreiking_huldiging': 0.07, 'tentoonstelling': 0.08, 'bibliotheek_boekwinkel': 0.13, 'portret': 0.29}",portret,"['winkel_binnen', 'uitreiking_huldiging', 'tentoonstelling', 'bibliotheek_boekwinkel', 'portret']",NL-HlmNHA_1478_37225K00_31,71714,41722,0,0,2022-07-06 18:27:03,23144,winkel_binnen,2022-07-08 21:33:56,9600,no_description_found,,
10159,"{'woonkamer': 0.03, 'boten': 0.05, 'muziek_optreden': 0.09, 'portret': 0.1, 'ziekenhuis': 0.46}",ziekenhuis,"['woonkamer', 'boten', 'muziek_optreden', 'portret', 'ziekenhuis']",NL-HlmNHA_1478_39329K00_20,71813,41821,0,0,2022-07-06 21:30:30,9600,no_description_found,2022-07-10 22:28:56,17916,no_description_found,,
10160,"{'woonkamer': 0.03, 'boten': 0.05, 'muziek_optreden': 0.09, 'portret': 0.1, 'ziekenhuis': 0.46}",ziekenhuis,"['woonkamer', 'boten', 'muziek_optreden', 'portret', 'ziekenhuis']",NL-HlmNHA_1478_39329K00_20,71813,41821,0,0,2022-07-06 21:39:06,16733,no_description_found,2022-07-10 22:28:56,17916,no_description_found,,
10489,"{'eend': 0.02, 'bos_park': 0.05, 'straat': 0.1, 'gebouw': 0.25, 'bouwplaats': 0.48}",bouwplaats,"['eend', 'bos_park', 'straat', 'gebouw', 'bouwplaats']",NL-HlmNHA_1478_42003K00_37,71953,41961,2,0,2022-07-07 09:37:08,22162,no_description_found,2022-07-11 14:26:50,21510,no_description_found,boerderij met suikerbieten,21510.0
10490,"{'eend': 0.02, 'bos_park': 0.05, 'straat': 0.1, 'gebouw': 0.25, 'bouwplaats': 0.48}",bouwplaats,"['eend', 'bos_park', 'straat', 'gebouw', 'bouwplaats']",NL-HlmNHA_1478_42003K00_37,71953,41961,2,0,2022-07-07 10:30:31,10391,no_description_found,2022-07-11 14:26:50,21510,no_description_found,boerderij met suikerbieten,21510.0
10515,"{'klaslokaal': 0.05, 'kantoor': 0.05, 'bibliotheek_boekwinkel': 0.07, 'fabriek': 0.26, 'winkel_binnen': 0.42}",winkel_binnen,"['klaslokaal', 'kantoor', 'bibliotheek_boekwinkel', 'fabriek', 'winkel_binnen']",NL-HlmNHA_1478_42224K00_09,71965,41973,0,0,2022-07-07 09:36:47,4425,winkel_binnen,2022-07-11 15:30:49,21510,no_description_found,Schaatsenslijpers,21510.0
10516,"{'klaslokaal': 0.05, 'kantoor': 0.05, 'bibliotheek_boekwinkel': 0.07, 'fabriek': 0.26, 'winkel_binnen': 0.42}",winkel_binnen,"['klaslokaal', 'kantoor', 'bibliotheek_boekwinkel', 'fabriek', 'winkel_binnen']",NL-HlmNHA_1478_42224K00_09,71965,41973,0,0,2022-07-07 09:37:55,22162,fabriek,2022-07-11 15:30:49,21510,no_description_found,Schaatsenslijpers,21510.0
10553,"{'honkbal': 0.05, 'uitreiking_huldiging': 0.07, 'speeltuin': 0.11, 'mensenmassa': 0.14, 'groepsportret': 0.25}",groepsportret,"['honkbal', 'uitreiking_huldiging', 'speeltuin', 'mensenmassa', 'groepsportret']",NL-HlmNHA_1478_42630K00_26,71980,41988,0,0,2022-07-07 09:42:41,4425,no_description_found,2022-07-11 19:46:35,21510,no_description_found,Feest op schoolplein of speeltuin,21510.0
10554,"{'honkbal': 0.05, 'uitreiking_huldiging': 0.07, 'speeltuin': 0.11, 'mensenmassa': 0.14, 'groepsportret': 0.25}",groepsportret,"['honkbal', 'uitreiking_huldiging', 'speeltuin', 'mensenmassa', 'groepsportret']",NL-HlmNHA_1478_42630K00_26,71980,41988,0,0,2022-07-07 09:43:21,22162,mensenmassa,2022-07-11 19:46:35,21510,no_description_found,Feest op schoolplein of speeltuin,21510.0
10555,"{'sport_overig': 0.02, 'groepsportret': 0.08, 'voetbal': 0.24, 'uitreiking_huldiging': 0.27, 'hardlopen': 0.30000000000000004}",hardlopen,"['sport_overig', 'groepsportret', 'voetbal', 'uitreiking_huldiging', 'hardlopen']",NL-HlmNHA_1478_42686K00_09,71981,41989,0,0,2022-07-07 09:43:07,4425,voetbal,2022-07-11 19:47:58,21510,no_description_found,Huwelijksaanzoek van speler aan vriendin.,21510.0
10556,"{'sport_overig': 0.02, 'groepsportret': 0.08, 'voetbal': 0.24, 'uitreiking_huldiging': 0.27, 'hardlopen': 0.30000000000000004}",hardlopen,"['sport_overig', 'groepsportret', 'voetbal', 'uitreiking_huldiging', 'hardlopen']",NL-HlmNHA_1478_42686K00_09,71981,41989,0,0,2022-07-07 10:23:15,16668,uitreiking_huldiging,2022-07-11 19:47:58,21510,no_description_found,Huwelijksaanzoek van speler aan vriendin.,21510.0
10599,"{'straat': 0.06, 'borden_gevelsteen': 0.07, 'uitreiking_huldiging': 0.08, 'bouwplaats': 0.15, 'militair': 0.22}",militair,"['straat', 'borden_gevelsteen', 'uitreiking_huldiging', 'bouwplaats', 'militair']",NL-HlmNHA_1478_43036K00_10,72000,42008,0,0,2022-07-07 09:49:41,4425,no_description_found,2022-07-11 20:11:12,21510,no_description_found,Hasj vangst politie,21510.0
10600,"{'straat': 0.06, 'borden_gevelsteen': 0.07, 'uitreiking_huldiging': 0.08, 'bouwplaats': 0.15, 'militair': 0.22}",militair,"['straat', 'borden_gevelsteen', 'uitreiking_huldiging', 'bouwplaats', 'militair']",NL-HlmNHA_1478_43036K00_10,72000,42008,0,0,2022-07-07 10:22:01,16668,no_description_found,2022-07-11 20:11:12,21510,no_description_found,Hasj vangst politie,21510.0
11426,"{'uitreiking_huldiging': 0.04, 'fietsende_mensen': 0.05, 'sport_overig': 0.08, 'kapper': 0.1, 'ziekenhuis': 0.5}",ziekenhuis,"['uitreiking_huldiging', 'fietsende_mensen', 'sport_overig', 'kapper', 'ziekenhuis']",NL-HlmNHA_1478_50352K01_12,81149,51157,0,0,2022-07-07 22:50:18,21269,dansende_mensen,2022-07-14 17:58:51,695,no_description_found,,
11427,"{'uitreiking_huldiging': 0.04, 'fietsende_mensen': 0.05, 'sport_overig': 0.08, 'kapper': 0.1, 'ziekenhuis': 0.5}",ziekenhuis,"['uitreiking_huldiging', 'fietsende_mensen', 'sport_overig', 'kapper', 'ziekenhuis']",NL-HlmNHA_1478_50352K01_12,81149,51157,0,0,2022-07-07 22:54:05,24028,dansende_mensen,2022-07-14 17:58:51,695,no_description_found,,
11528,"{'straat': 0.04, 'fietsende_mensen': 0.04, 'bouwplaats': 0.08, 'fabriek': 0.18, 'theater': 0.2}",theater,"['straat', 'fietsende_mensen', 'bouwplaats', 'fabriek', 'theater']",NL-HlmNHA_1478_51394K00_02,72521,42529,1,0,2022-07-07 21:10:18,9600,no_description_found,2022-07-14 13:45:49,21510,no_description_found,Afval en rest verwerking spullen bij een supermarkt.,21510.0
11529,"{'straat': 0.04, 'fietsende_mensen': 0.04, 'bouwplaats': 0.08, 'fabriek': 0.18, 'theater': 0.2}",theater,"['straat', 'fietsende_mensen', 'bouwplaats', 'fabriek', 'theater']",NL-HlmNHA_1478_51394K00_02,72521,42529,1,0,2022-07-07 21:11:20,13212,fabriek,2022-07-14 13:45:49,21510,no_description_found,Afval en rest verwerking spullen bij een supermarkt.,21510.0
11590,"{'woonkamer': 0.05, 'winkel_binnen': 0.13, 'keuken': 0.14, 'portret': 0.14, 'ziekenhuis': 0.31}",ziekenhuis,"['woonkamer', 'winkel_binnen', 'keuken', 'portret', 'ziekenhuis']",NL-HlmNHA_1478_52093K00_25,72547,42555,0,0,2022-07-07 21:14:31,13212,winkel_binnen,2022-07-14 14:16:38,21510,no_description_found,Wachten op de was bij een wasserette,21510.0
11591,"{'woonkamer': 0.05, 'winkel_binnen': 0.13, 'keuken': 0.14, 'portret': 0.14, 'ziekenhuis': 0.31}",ziekenhuis,"['woonkamer', 'winkel_binnen', 'keuken', 'portret', 'ziekenhuis']",NL-HlmNHA_1478_52093K00_25,72547,42555,0,0,2022-07-07 21:14:45,9600,winkel_binnen,2022-07-14 14:16:38,21510,no_description_found,Wachten op de was bij een wasserette,21510.0
11706,"{'speeltuin': 0.02, 'sneeuwlandschap': 0.06, 'woonwijk': 0.1, 'bos_park': 0.23, 'straat': 0.45}",straat,"['speeltuin', 'sneeuwlandschap', 'woonwijk', 'bos_park', 'straat']",NL-HlmNHA_1478_53809K00_15,72589,42597,0,0,2022-07-07 21:28:36,9600,no_description_found,2022-07-14 14:53:06,21510,no_description_found,Hockeyveld Bloemendaal,21510.0
11707,"{'speeltuin': 0.02, 'sneeuwlandschap': 0.06, 'woonwijk': 0.1, 'bos_park': 0.23, 'straat': 0.45}",straat,"['speeltuin', 'sneeuwlandschap', 'woonwijk', 'bos_park', 'straat']",NL-HlmNHA_1478_53809K00_15,72589,42597,0,0,2022-07-07 21:40:55,21269,no_description_found,2022-07-14 14:53:06,21510,no_description_found,Hockeyveld Bloemendaal,21510.0
11714,"{'muziek_optreden': 0.01, 'aula': 0.1, 'speech': 0.1, 'mensenmassa': 0.33, 'vergaderruimte': 0.43}",vergaderruimte,"['muziek_optreden', 'aula', 'speech', 'mensenmassa', 'vergaderruimte']",NL-HlmNHA_1478_NN005K00_14,72592,42600,0,0,2022-07-07 21:29:23,9600,mensenmassa,2022-07-14 14:57:45,21510,no_description_found,Lezing voor toehoorders,21510.0
11715,"{'muziek_optreden': 0.01, 'aula': 0.1, 'speech': 0.1, 'mensenmassa': 0.33, 'vergaderruimte': 0.43}",vergaderruimte,"['muziek_optreden', 'aula', 'speech', 'mensenmassa', 'vergaderruimte']",NL-HlmNHA_1478_NN005K00_14,72592,42600,0,0,2022-07-07 22:05:48,21269,no_description_found,2022-07-14 14:57:45,21510,no_description_found,Lezing voor toehoorders,21510.0
11722,"{'standbeeld': 0.05, 'gymnastiek': 0.06, 'ziekenhuis': 0.08, 'sport_overig': 0.1, 'kunstwerk': 0.18}",kunstwerk,"['standbeeld', 'gymnastiek', 'ziekenhuis', 'sport_overig', 'kunstwerk']",NL-HlmNHA_1478_NN111K00_07,72596,42604,2,1,2022-07-07 22:55:44,24028,no_description_found,2022-07-14 15:00:01,21510,no_description_found,,
11723,"{'standbeeld': 0.05, 'gymnastiek': 0.06, 'ziekenhuis': 0.08, 'sport_overig': 0.1, 'kunstwerk': 0.18}",kunstwerk,"['standbeeld', 'gymnastiek', 'ziekenhuis', 'sport_overig', 'kunstwerk']",NL-HlmNHA_1478_NN111K00_07,72596,42604,2,1,2022-07-08 09:42:44,9420,no_description_found,2022-07-14 15:00:01,21510,no_description_found,,
11750,"{'voetbal': 0.09, 'sneeuwlandschap': 0.12, 'straat': 0.15, 'dieren_overig': 0.15, 'bos_park': 0.18}",bos_park,"['voetbal', 'sneeuwlandschap', 'straat', 'dieren_overig', 'bos_park']",NL-HlmNHA_1478_32070K00_15,72302,42310,0,0,2022-07-07 17:33:17,21666,no_description_found,2022-07-13 15:19:10,17916,no_description_found,,
11751,"{'voetbal': 0.09, 'sneeuwlandschap': 0.12, 'straat': 0.15, 'dieren_overig': 0.15, 'bos_park': 0.18}",bos_park,"['voetbal', 'sneeuwlandschap', 'straat', 'dieren_overig', 'bos_park']",NL-HlmNHA_1478_32070K00_15,72302,42310,0,0,2022-07-07 17:34:09,16741,no_description_found,2022-07-13 15:19:10,17916,no_description_found,,
11784,"{'speech': 0.04, 'mensenmassa': 0.06, 'uitreiking_huldiging': 0.09, 'groepsportret': 0.09, 'muziek_optreden': 0.39}",muziek_optreden,"['speech', 'mensenmassa', 'uitreiking_huldiging', 'groepsportret', 'muziek_optreden']",NL-HlmNHA_1478_29679K00_15,72231,42239,0,0,2022-07-07 13:12:43,16668,mensenmassa,2022-07-14 13:35:48,21510,no_description_found,Opening aannemersbedrijf. Kom niet op de naam,21510.0
11785,"{'speech': 0.04, 'mensenmassa': 0.06, 'uitreiking_huldiging': 0.09, 'groepsportret': 0.09, 'muziek_optreden': 0.39}",muziek_optreden,"['speech', 'mensenmassa', 'uitreiking_huldiging', 'groepsportret', 'muziek_optreden']",NL-HlmNHA_1478_29679K00_15,72231,42239,0,0,2022-07-07 15:09:02,9600,mensenmassa,2022-07-14 13:35:48,21510,no_description_found,Opening aannemersbedrijf. Kom niet op de naam,21510.0
11980,"{'tentoonstelling': 0.04, 'markt': 0.06, 'kunstwerk': 0.15, 'winkel_binnen': 0.27, 'bibliotheek_boekwinkel': 0.28}",bibliotheek_boekwinkel,"['tentoonstelling', 'markt', 'kunstwerk', 'winkel_binnen', 'bibliotheek_boekwinkel']",NL-HlmNHA_1478_31655K00_05,81119,51127,0,0,2022-07-07 22:30:18,21269,no_description_found,2022-07-14 17:42:33,695,no_description_found,,
11981,"{'tentoonstelling': 0.04, 'markt': 0.06, 'kunstwerk': 0.15, 'winkel_binnen': 0.27, 'bibliotheek_boekwinkel': 0.28}",bibliotheek_boekwinkel,"['tentoonstelling', 'markt', 'kunstwerk', 'winkel_binnen', 'bibliotheek_boekwinkel']",NL-HlmNHA_1478_31655K00_05,81119,51127,0,0,2022-07-07 22:56:26,24028,no_description_found,2022-07-14 17:42:33,695,no_description_found,,
11982,"{'tentoonstelling': 0.04, 'uitreiking_huldiging': 0.06, 'kunstwerk': 0.1, 'winkel_binnen': 0.25, 'bibliotheek_boekwinkel': 0.33}",bibliotheek_boekwinkel,"['tentoonstelling', 'uitreiking_huldiging', 'kunstwerk', 'winkel_binnen', 'bibliotheek_boekwinkel']",NL-HlmNHA_1478_31655K00_06,81120,51128,0,0,2022-07-07 22:30:25,21269,no_description_found,2022-07-14 17:42:49,695,no_description_found,,
11983,"{'tentoonstelling': 0.04, 'uitreiking_huldiging': 0.06, 'kunstwerk': 0.1, 'winkel_binnen': 0.25, 'bibliotheek_boekwinkel': 0.33}",bibliotheek_boekwinkel,"['tentoonstelling', 'uitreiking_huldiging', 'kunstwerk', 'winkel_binnen', 'bibliotheek_boekwinkel']",NL-HlmNHA_1478_31655K00_06,81120,51128,0,0,2022-07-07 22:50:51,24028,no_description_found,2022-07-14 17:42:49,695,no_description_found,,
12416,"{'groepsportret': 0.03, 'straat': 0.05, 'tentoonstelling': 0.13, 'kunstwerk': 0.2, 'borden_gevelsteen': 0.49}",borden_gevelsteen,"['groepsportret', 'straat', 'tentoonstelling', 'kunstwerk', 'borden_gevelsteen']",NL-HlmNHA_1478_03554AC00_02,72755,42763,1,0,2022-07-08 10:52:07,23144,kunstwerk,2022-07-15 20:40:13,13945,no_description_found,,
12417,"{'groepsportret': 0.03, 'straat': 0.05, 'tentoonstelling': 0.13, 'kunstwerk': 0.2, 'borden_gevelsteen': 0.49}",borden_gevelsteen,"['groepsportret', 'straat', 'tentoonstelling', 'kunstwerk', 'borden_gevelsteen']",NL-HlmNHA_1478_03554AC00_02,72755,42763,1,0,2022-07-09 20:00:40,21269,no_description_found,2022-07-15 20:40:13,13945,no_description_found,,
